CommitId;RefactoringType;RefactoringDetail
c8d646ebf857a676a6b682b5e78d382c52b8c5ab;Rename Method;Rename Method	public clearOnDetach_afterLoadClearedAndRestarted_onAttach_beingsREquest() : void renamed to public clearOnDetach_afterLoadClearedAndRestarted_onAttach_beginsRequest() : void in class com.bumptech.glide.request.target.CustomViewTargetTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Attribute Type;Change Attribute Type	resource : SimpleResource to resource : SimpleResource<?> in class com.bumptech.glide.load.resource.SimpleResourceTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Variable Type;Change Variable Type	captor : ArgumentCaptor<Resource> to captor : ArgumentCaptor<Resource<Bitmap>> in method public testProvidesBitmapFromGivenResourceToWrappedTransformation() : void in class com.bumptech.glide.load.resource.bitmap.BitmapDrawableTransformationTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testStartGetsNextFrameIfNotStartedAndWithNoLoadPending() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testGetNextFrameIncrementsSignatureAndAdvancesDecoderBeforeStartingLoad() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testStartDoesNotStartIfAlreadyRunning() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testGetNextFrameDoesNotStartLoadIfLoaderIsNotRunning() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testGetNextFrameDoesNotStartLoadIfLoadIsInProgress() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testGetNextFrameDoesStartLoadIfRestartedAndNoLoadIsInProgress() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testGetNextFrameDoesStartLoadAfterLoadCompletesIfStarted() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	ActivityController to ActivityController<?> in method public getController() : ActivityController<?> in class com.bumptech.glide.manager.RequestManagerFragmentTest.Harness
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	ActivityController to ActivityController<?> in method public getController() : ActivityController<?> in class com.bumptech.glide.manager.RequestManagerFragmentTest.RequestManagerHarness
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	ActivityController to ActivityController<?> in method public getController() : ActivityController<?> in class com.bumptech.glide.manager.RequestManagerFragmentTest.SupportRequestManagerHarness
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	ActivityController to ActivityController<?> in method public getController() : ActivityController<?> in class com.bumptech.glide.manager.RequestManagerRetrieverTest.RetrieverHarness
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	ActivityController to ActivityController<?> in method public getController() : ActivityController<?> in class com.bumptech.glide.manager.RequestManagerRetrieverTest.DefaultRetrieverHarness
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	ActivityController to ActivityController<?> in method public getController() : ActivityController<?> in class com.bumptech.glide.manager.RequestManagerRetrieverTest.SupportRetrieverHarness
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Attribute Type;Change Attribute Type	result : List to result : List<?> in class com.bumptech.glide.request.SingleRequestTest.RequestHarness
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Attribute Type;Change Attribute Type	target : ViewTarget to target : ViewTarget<View,Object> in class com.bumptech.glide.request.target.ViewTargetTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Attribute Type;Change Attribute Type	factory : ViewAnimationFactory to factory : ViewAnimationFactory<Object> in class com.bumptech.glide.request.transition.ViewTransitionAnimationFactoryTest
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	Resource<?> to Resource<T> in method public anyResource() : Resource<T> in class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Parameter Type;Change Parameter Type	clazz : Class to clazz : Class<?> in method public getExpectedClassId(clazz Class<?>) : String in class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	RequestBuilder to RequestBuilder<Drawable> in method public getPreloadRequestBuilder(item Photo) : RequestBuilder<Drawable> in class com.bumptech.glide.samples.flickr.FlickrPhotoGrid.PhotoAdapter
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	RequestBuilder to RequestBuilder<Drawable> in method public getPreloadRequestBuilder(item Photo) : RequestBuilder<Drawable> in class com.bumptech.glide.samples.flickr.FlickrPhotoList.FlickrPhotoListAdapter
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	RecyclerView.ViewHolder to ListViewHolder in method public onCreateViewHolder(viewGroup ViewGroup, viewType int) : ListViewHolder in class com.bumptech.glide.samples.gallery.RecyclerAdapter
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	RequestBuilder to RequestBuilder<Drawable> in method public getPreloadRequestBuilder(item MediaStoreData) : RequestBuilder<Drawable> in class com.bumptech.glide.samples.gallery.RecyclerAdapter
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Parameter Type;Change Parameter Type	viewHolder : RecyclerView.ViewHolder to viewHolder : ListViewHolder in method public onBindViewHolder(viewHolder ListViewHolder, position int) : void in class com.bumptech.glide.samples.gallery.RecyclerAdapter
7d54cb50e387a316b9d851c9a995f714a4f34122;Rename Method;Rename Method	private getWidth(context Context) : int renamed to private getScreenWidth(context Context) : int in class com.bumptech.glide.samples.gallery.RecyclerAdapter
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract Variable;Extract Variable	inflater : LayoutInflater in method public onCreateViewHolder(viewGroup ViewGroup, viewType int) : ListViewHolder from class com.bumptech.glide.samples.gallery.RecyclerAdapter
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Return Type;Change Return Type	RequestBuilder to RequestBuilder<Drawable> in method public getPreloadRequestBuilder(item Api.GifResult) : RequestBuilder<Drawable> in class com.bumptech.glide.samples.giphy.MainActivity.GifAdapter
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Parameter Type;Change Parameter Type	testClass : Class to testClass : Class<?> in method public openResource(testClass Class<?>, subPath String) : InputStream in class com.bumptech.glide.testutil.TestResourceUtil
7d54cb50e387a316b9d851c9a995f714a4f34122;Change Parameter Type;Change Parameter Type	testClass : Class to testClass : Class<?> in method public resourceToBytes(testClass Class<?>, resourceName String) : byte[] in class com.bumptech.glide.testutil.TestUtil
7d54cb50e387a316b9d851c9a995f714a4f34122;Rename Parameter;Rename Parameter	ncolors : int to nColors : int in method private readColorTable(nColors int) : int[] in class com.bumptech.glide.gifdecoder.GifHeaderParser
7d54cb50e387a316b9d851c9a995f714a4f34122;Rename Variable;Rename Variable	nbytes : int to nBytes : int in method private readColorTable(nColors int) : int[] in class com.bumptech.glide.gifdecoder.GifHeaderParser
7d54cb50e387a316b9d851c9a995f714a4f34122;Rename Variable;Rename Variable	curByte : int to currByte : int in method private read() : int in class com.bumptech.glide.gifdecoder.GifHeaderParser
7d54cb50e387a316b9d851c9a995f714a4f34122;Move Attribute;Move Attribute	public DISPOSAL_UNSPECIFIED : int from class com.bumptech.glide.gifdecoder.StandardGifDecoder to class com.bumptech.glide.gifdecoder.GifFrame
7d54cb50e387a316b9d851c9a995f714a4f34122;Move Attribute;Move Attribute	public DISPOSAL_NONE : int from class com.bumptech.glide.gifdecoder.StandardGifDecoder to class com.bumptech.glide.gifdecoder.GifFrame
7d54cb50e387a316b9d851c9a995f714a4f34122;Move Attribute;Move Attribute	public DISPOSAL_BACKGROUND : int from class com.bumptech.glide.gifdecoder.StandardGifDecoder to class com.bumptech.glide.gifdecoder.GifFrame
7d54cb50e387a316b9d851c9a995f714a4f34122;Move Attribute;Move Attribute	public DISPOSAL_PREVIOUS : int from class com.bumptech.glide.gifdecoder.StandardGifDecoder to class com.bumptech.glide.gifdecoder.GifFrame
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testInitialResourceIsNotRecycledIfReturnedByOneTransformationButNotByALaterTransformation() : void in class com.bumptech.glide.load.MultiTransformationTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public setUp() : void in class com.bumptech.glide.load.engine.EngineResourceTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testHandlesNonEngineResourcesFromCacheIfPresent() : void in class com.bumptech.glide.load.engine.EngineTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testThrowsIfAskedToReleaseNonEngineResource() : void in class com.bumptech.glide.load.engine.EngineTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testRecyclesResourceSynchronouslyIfNotAlreadyRecyclingResource() : void in class com.bumptech.glide.load.engine.ResourceRecyclerTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testDoesNotRecycleChildResourceSynchronously() : void in class com.bumptech.glide.load.engine.ResourceRecyclerTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testResourceRemovedListenerIsNotifiedWhenResourceIsRemoved() : void in class com.bumptech.glide.load.engine.cache.LruResourceCacheTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from private getResource(size int) : Resource in class com.bumptech.glide.load.engine.cache.LruResourceCacheTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testReturnsGivenResource() : void in class com.bumptech.glide.load.resource.UnitTransformationTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testReturnsNewResourceIfTransformationDoesTransform() : void in class com.bumptech.glide.load.resource.bitmap.BitmapDrawableTransformationTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testProvidesBitmapFromGivenResourceToWrappedTransformation() : void in class com.bumptech.glide.load.resource.bitmap.BitmapDrawableTransformationTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from private mockResource(width int, height int) : Resource<Bitmap> in class com.bumptech.glide.load.resource.bitmap.BitmapTransformationTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testSetsTransformationAsFrameTransformation() : void in class com.bumptech.glide.load.resource.gif.GifDrawableTransformationTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testReturnsBitmapDrawableResourceContainingGivenBitmap() : void in class com.bumptech.glide.load.resource.transcode.BitmapDrawableTranscoderTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public setUp() : void in class com.bumptech.glide.load.resource.transcode.GifDrawableBytesTranscoderTest & moved to class com.bumptech.glide.tests.Util
7d54cb50e387a316b9d851c9a995f714a4f34122;Extract And Move Method;Extract And Move Method	public mockResource() : Resource<T> extracted from public testReturnsTheGivenResource() : void in class com.bumptech.glide.load.resource.transcode.UnitTranscoderTest & moved to class com.bumptech.glide.tests.Util
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	modelClass : Class to modelClass : Class<?> in method public NoModelLoaderAvailableException(modelClass Class<?>, dataClass Class<?>) in class com.bumptech.glide.Registry.NoModelLoaderAvailableException
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	dataClass : Class to dataClass : Class<?> in method public NoModelLoaderAvailableException(modelClass Class<?>, dataClass Class<?>) in class com.bumptech.glide.Registry.NoModelLoaderAvailableException
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	rewinders : Map<Class,DataRewinder.Factory> to rewinders : Map<Class<?>,DataRewinder.Factory<?>> in class com.bumptech.glide.load.data.DataRewinderRegistry
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	DEFAULT_FACTORY : DataRewinder.Factory to DEFAULT_FACTORY : DataRewinder.Factory<?> in class com.bumptech.glide.load.data.DataRewinderRegistry
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	factory : DataRewinder.Factory to factory : DataRewinder.Factory<?> in method public register(factory DataRewinder.Factory<?>) : void in class com.bumptech.glide.load.data.DataRewinderRegistry
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	result : DataRewinder.Factory to result : DataRewinder.Factory<T> in method public build(data T) : DataRewinder<T> in class com.bumptech.glide.load.data.DataRewinderRegistry
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	jobs : Map<Key,EngineJob> to jobs : Map<Key,EngineJob<?>> in class com.bumptech.glide.load.engine.Engine
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	jobs : Map<Key,EngineJob> to jobs : Map<Key,EngineJob<?>> in method package Engine(cache MemoryCache, diskCacheFactory DiskCache.Factory, diskCacheExecutor GlideExecutor, sourceExecutor GlideExecutor, sourceUnlimitedExecutor GlideExecutor, jobs Map<Key,EngineJob<?>>, keyFactory EngineKeyFactory, activeResources Map<Key,WeakReference<EngineResource<?>>>, engineJobFactory EngineJobFactory, decodeJobFactory DecodeJobFactory, resourceRecycler ResourceRecycler) in class com.bumptech.glide.load.engine.Engine
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	resource : Resource to resource : Resource<?> in method public release(resource Resource<?>) : void in class com.bumptech.glide.load.engine.Engine
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	current : EngineJob to current : EngineJob<?> in method public load(glideContext GlideContext, model Object, signature Key, width int, height int, resourceClass Class<?>, transcodeClass Class<R>, priority Priority, diskCacheStrategy DiskCacheStrategy, transformations Map<Class<?>,Transformation<?>>, isTransformationRequired boolean, options Options, isMemoryCacheable boolean, useUnlimitedSourceExecutorPool boolean, cb ResourceCallback) : LoadStatus in class com.bumptech.glide.load.engine.Engine
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	result : EngineResource to result : EngineResource<?> in method private getEngineResourceFromCache(key Key) : EngineResource<?> in class com.bumptech.glide.load.engine.Engine
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	current : EngineJob to current : EngineJob<?> in method public onEngineJobCancelled(engineJob EngineJob, key Key) : void in class com.bumptech.glide.load.engine.Engine
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	engineJob : EngineJob to engineJob : EngineJob<?> in class com.bumptech.glide.load.engine.Engine.LoadStatus
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	engineJob : EngineJob to engineJob : EngineJob<?> in method public LoadStatus(cb ResourceCallback, engineJob EngineJob<?>) in class com.bumptech.glide.load.engine.Engine.LoadStatus
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	job : EngineJob to job : EngineJob<?> in method public handleMessage(message Message) : boolean in class com.bumptech.glide.load.engine.EngineJob.MainThreadCallback
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	resource : Resource to resource : Resource<?> in method public handleMessage(message Message) : boolean in class com.bumptech.glide.load.engine.ResourceRecycler.ResourceRecyclerCallback
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	sortedSizes : Map<Class,NavigableMap<Integer,Integer>> to sortedSizes : Map<Class<?>,NavigableMap<Integer,Integer>> in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	adapters : Map<Class,ArrayAdapterInterface> to adapters : Map<Class<?>,ArrayAdapterInterface<?>> in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	adapter : ArrayAdapterInterface to adapter : ArrayAdapterInterface<?> in method private getAdapterFromType(arrayPoolClass Class<T>) : ArrayAdapterInterface<T> in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	arrayClass : Class to arrayClass : Class<?> in method package get(size int, arrayClass Class<?>) : Key in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool.KeyPool
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	arrayClass : Class to arrayClass : Class<?> in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool.Key
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	arrayClass : Class to arrayClass : Class<?> in method package init(length int, arrayClass Class<?>) : void in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool.Key
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	other : ModelKey to other : ModelKey<A> in method public equals(o Object) : boolean in class com.bumptech.glide.load.model.ModelCache.ModelKey
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	resource : Resource to resource : Resource<?> in method private releaseResource(resource Resource<?>) : void in class com.bumptech.glide.request.SingleRequest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	request : RequestBuilder<Bitmap> to request : RequestBuilder<Object> in class com.bumptech.glide.ListPreloaderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	requestBuilder : RequestBuilder<?> to requestBuilder : RequestBuilder<R> in method private getTargetsSizes(requestBuilder RequestBuilder<R>, mode VerificationMode) : List<Integer> in class com.bumptech.glide.ListPreloaderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	targetArgumentCaptor : ArgumentCaptor<Target> to targetArgumentCaptor : ArgumentCaptor<Target<R>> in method private getTargetsSizes(requestBuilder RequestBuilder<R>, mode VerificationMode) : List<Integer> in class com.bumptech.glide.ListPreloaderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Return Type;Change Return Type	RequestBuilder to RequestBuilder<Object> in method public getPreloadRequestBuilder(item Object) : RequestBuilder<Object> in class com.bumptech.glide.ListPreloaderTest.ListPreloaderAdapter
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Return Type;Change Return Type	RequestBuilder to RequestBuilder<Object> in method private getNullModelRequest() : RequestBuilder<Object> in class com.bumptech.glide.RequestBuilderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Rename Method;Rename Method	public testThrowsWhenGlideAnimationFactoryIsNull() : void renamed to public testThrowsWhenTransitionsOptionsIsNull() : void in class com.bumptech.glide.RequestBuilderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Rename Method;Rename Method	private getContentResovler() : ContentResolver renamed to private getContentResolver() : ContentResolver in class com.bumptech.glide.load.data.mediastore.ThumbnailStreamOpenerTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	job : EngineJob to job : EngineJob<Object> in method public removingSomeCallbacksDoesNotCancelRunner() : void in class com.bumptech.glide.load.engine.EngineJobTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	job : EngineJob to job : EngineJob<Object> in method public testNotifiesNewCallbackOfExceptionIfCallbackIsAddedDuringOnException() : void in class com.bumptech.glide.load.engine.EngineJobTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	resourceClass : Class to resourceClass : Class<?> in class com.bumptech.glide.load.engine.EngineKeyTest.Harness
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	transcodeClass : Class to transcodeClass : Class<?> in class com.bumptech.glide.load.engine.EngineKeyTest.Harness
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	jobs : Map<Key,EngineJob> to jobs : Map<Key,EngineJob<?>> in class com.bumptech.glide.load.engine.EngineTest.EngineTestHarness
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	job : EngineJob to job : EngineJob<?> in class com.bumptech.glide.load.engine.EngineTest.EngineTestHarness
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	ARRAY_CLASS : Class to ARRAY_CLASS : Class<byte[]> in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPoolTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	ADAPTER : ArrayAdapterInterface to ADAPTER : ArrayAdapterInterface<byte[]> in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPoolTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Return Type;Change Return Type	Object to T in method private createArray(type Class<T>, size int, value int) : T in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPoolTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Parameter Type;Change Parameter Type	type : Class to type : Class<T> in method private createArray(type Class<T>, size int, value int) : T in class com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPoolTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Return Type;Change Return Type	Resource to Resource<?> in method private getResource(size int) : Resource<?> in class com.bumptech.glide.load.engine.cache.LruResourceCacheTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	first : Resource to first : Resource<?> in class com.bumptech.glide.load.engine.cache.LruResourceCacheTest.TrimClearMemoryCacheHarness
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	second : Resource to second : Resource<?> in class com.bumptech.glide.load.engine.cache.LruResourceCacheTest.TrimClearMemoryCacheHarness
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Rename Method;Rename Method	public testFetcherRetrunsDataClassFromConverter() : void renamed to public testFetcherReturnsDataClassFromConverter() : void in class com.bumptech.glide.load.model.ByteArrayLoaderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	dataUrlLoader : DataUrlLoader<Object> to dataUrlLoader : DataUrlLoader<InputStream> in class com.bumptech.glide.load.model.DataUrlLoaderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	fetcher : DataFetcher<Object> to fetcher : DataFetcher<InputStream> in class com.bumptech.glide.load.model.DataUrlLoaderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Extract Method;Extract Method	private mockFactory() : ModelLoaderFactory<X,Y> extracted from public testReplace_returnsPreviouslyRegisteredFactories_withModelAndDataClasses() : void in class com.bumptech.glide.load.model.MultiModelLoaderFactoryTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Extract Method;Extract Method	private mockFactory() : ModelLoaderFactory<X,Y> extracted from public testRemove_returnsPreviouslyRegisteredFactories_withModelAndDataClasses() : void in class com.bumptech.glide.load.model.MultiModelLoaderFactoryTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Extract Method;Extract Method	private mockFactory() : ModelLoaderFactory<X,Y> extracted from private registerFactoryFor(modelClass Class<X>, dataClass Class<Y>, append boolean) : ModelLoader<X,Y> in class com.bumptech.glide.load.model.MultiModelLoaderFactoryTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	captor : ArgumentCaptor<List> to captor : ArgumentCaptor<List<ModelLoader<X,Y>>> in method private buildModelLoaders(modelClass Class<X>, dataClass Class<Y>) : List<ModelLoader<X,Y>> in class com.bumptech.glide.load.model.MultiModelLoaderFactoryTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	captured : List<ModelLoader> to captured : List<ModelLoader<X,Y>> in method private buildModelLoaders(modelClass Class<X>, dataClass Class<Y>) : List<ModelLoader<X,Y>> in class com.bumptech.glide.load.model.MultiModelLoaderFactoryTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Attribute Type;Change Attribute Type	resource : SimpleResource to resource : SimpleResource<?> in class com.bumptech.glide.load.resource.SimpleResourceTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Change Variable Type;Change Variable Type	captor : ArgumentCaptor<Resource> to captor : ArgumentCaptor<Resource<Bitmap>> in method public testProvidesBitmapFromGivenResourceToWrappedTransformation() : void in class com.bumptech.glide.load.resource.bitmap.BitmapDrawableTransformationTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testStartGetsNextFrameIfNotStartedAndWithNoLoadPending() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testGetNextFrameIncrementsSignatureAndAdvancesDecoderBeforeStartingLoad() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
aab4fa3b0c3d9cc7677619dc504ef58bb4ea25fd;Extract Method;Extract Method	private aTarget() : Target<Bitmap> extracted from public testStartDoesNotStartIfAlreadyRunning() : void in class com.bumptech.glide.load.resource.gif.GifFrameLoaderTest
